Subject,Distance,Context,ClassRef,RT,Vis
1,4,0,1,0.64419,1
1,4,1,1,0.61206,1
1,6,1,1,0.53121,1
1,2,1,0,0.64579,1
1,2,0,0,0.68913,1
1,3,0,0,0.76901,1
1,3,1,0,0.65017,1
1,3,0,0,0.85671,1
1,6,0,1,0.60932,1
1,6,1,1,0.64055,1
1,2,0,0,0.65061,1
1,1,0,0,0.65767,1
1,1,1,0,0.64623,1
1,5,0,1,0.65562,1
1,4,1,0,0.89737,1
1,4,0,1,0.8366,1
1,2,1,0,0.7592,1
1,5,1,1,0.59641,1
1,2,0,0,0.8477,1
1,3,0,0,0.58504,1
1,3,1,0,0.65081,1
1,4,0,1,1.7014,1
1,4,1,0,1.1126,1
1,6,0,1,0.6433,1
1,1,1,0,0.59586,1
1,5,1,1,0.81366,1
1,2,1,0,0.54819,1
1,1,0,0,0.87625,1
1,5,0,1,0.70265,1
1,6,1,1,0.76868,1
1,6,0,1,1.0245,1
1,4,0,1,0.53584,1
1,1,1,0,0.62764,1
1,5,0,1,0.58951,1
1,3,1,0,0.59212,1
1,1,0,0,0.78989,1
1,2,0,0,1.4424,1
1,6,1,1,0.60689,1
1,4,1,0,0.62615,1
1,3,0,0,0.84678,1
1,5,1,1,0.59194,1
2,3,0,1,0.87224,1
2,6,0,1,0.56765,1
2,5,0,1,0.62224,1
2,1,1,1,0.73691,1
2,1,0,0,0.54211,1
2,3,1,0,0.75196,1
2,5,1,0,0.48515,1
2,4,1,1,0.83772,2
2,4,0,1,0.59962,2
2,2,0,0,0.76676,1
2,4,0,1,0.77631,1
2,3,1,0,0.87754,2
2,1,0,0,0.66615,1
2,6,0,1,0.95539,1
2,2,1,0,0.71782,1
2,1,1,0,0.53988,1
2,5,0,1,0.53452,2
2,6,1,1,1.0061,1
2,3,0,0,0.65106,2
2,1,0,0,0.7196,2
2,4,0,1,0.72423,2
2,6,0,1,0.79136,2
2,2,1,0,0.53666,2
2,5,0,1,0.65244,2
2,5,1,1,0.64424,2
2,6,1,1,0.92349,1
2,2,0,0,0.49952,1
2,5,0,1,0.68663,2
2,4,1,0,0.6884,1
2,1,0,0,0.54497,1
2,4,0,0,0.7722,1
2,3,1,0,0.59097,1
2,1,1,0,0.47465,1
2,2,0,0,0.48338,1
2,2,1,0,0.55315,2
2,6,0,1,1.2558,1
2,3,0,0,0.61703,1
2,6,1,1,0.69481,1
2,3,0,0,0.73269,2
2,4,0,1,0.89719,2
2,3,1,0,0.99777,1
2,2,0,0,0.57901,1
2,2,1,0,0.4836,1
2,6,0,0,1.257,2
2,4,1,0,0.96285,2
2,6,1,0,0.46878,2
2,5,0,0,0.55791,2
2,5,1,1,0.67327,2
2,1,1,0,0.67917,2
2,5,0,0,0.5203,2
2,6,0,1,0.70727,1
2,4,1,0,0.86136,1
